Page,Rendering,API,Count
/shortlists-no-results,PromoBlocks.tsx,availability/from,2
/sustainability,QuestionAndAnswer.tsx,help-centre/faq/save,1
/durabilite,QuestionAndAnswer.tsx,help-centre/faq/save,1
/nachhaltigkeit,QuestionAndAnswer.tsx,help-centre/faq/save,1
/mixedresultlist,PopUnder.tsx,destinations/${locationCode}/image,9
/mixedresultlist,SearchPod.tsx,tracking/user-search,2
/mixedresultlist,SearchPodWithHeader.tsx,tracking/user-search,2
/mixedresultlist,PromoBlocks.tsx,availability/from,4
/mixedresultlist,SearchResults.tsx,search/recommended,2
/mixedresultlist,GenericRecommendedHotels.tsx,search/recommended,3
/booking,ViewBooking.tsx,destinations/${locationCode}/image,8
/booking,AlternativeFlights.tsx,search/extras,2
/booking,Payment.tsx,booking/commit,1
/booking,PromocodeInput.tsx,voucher/validate,1
/booking,BookingTransitionScreen.tsx,search/alternative-flights,2
/booking/change-dates/summary,ViewBooking.tsx,destinations/${locationCode}/image,4
/booking/guest-details,BookingTransitionScreen.tsx,search/alternative-flights,2
/booking/holiday-credit,QuestionAndAnswer.tsx,help-centre/faq/save,1
/booking/my_bookings/pre-travel,BookingHeroBanner.tsx,destinations/${locationCode}/image,2
/booking/my_bookings/pre-travel,TradePortalBookingConfirmation.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/pre-travel,TradePortalViewBooking.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/pre-travel,ViewBooking.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/pre-travel,Excursions.tsx,excursions,3
/booking/my_bookings/in-destination,Excursions.tsx,excursions,3
/booking/my_bookings/in-destination,BookingHeroBanner.tsx,destinations/${locationCode}/image,2
/booking/my_bookings/in-destination,TradePortalBookingConfirmation.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/in-destination,TradePortalViewBooking.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/in-destination,ViewBooking.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/post-travel,BookingHeroBanner.tsx,destinations/${locationCode}/image,2
/booking/my_bookings/post-travel,TradePortalBookingConfirmation.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/post-travel,TradePortalViewBooking.tsx,destinations/${locationCode}/image,4
/booking/my_bookings/post-travel,ViewBooking.tsx,destinations/${locationCode}/image,4
/booking/redeem-voucher,QuestionAndAnswer.tsx,help-centre/faq/save,1
/booking/payment,BookingTransitionScreen.tsx,search/alternative-flights,2
/booking/payment,Payment.tsx,booking/commit,1
/booking/my_booking,Excursions.tsx,excursions,3
/booking/my_booking,ViewBooking.tsx,destinations/${locationCode}/image,32
/booking/confirmation,Excursions.tsx,excursions,3
/booking/confirmation,BookingInfo.tsx,destinations/${locationCode}/image,4
/booking/crédit-vacances,QuestionAndAnswer.tsx,help-centre/faq/save,1
/booking/urlaubsguthaben,QuestionAndAnswer.tsx,help-centre/faq/save,1
/404-page,GenericRecommendedHotels.tsx,search/recommended,3
/404-page,SearchResults.tsx,search/recommended,2
/404-page,SearchPod.tsx,tracking/user-search,2
/404-page,SearchPodWithHeader.tsx,tracking/user-search,2
/disruption,QuestionAndAnswer.tsx,help-centre/faq/save,2
/disruption,PromoBlocks.tsx,availability/from,4
/disruption,SearchPod.tsx,tracking/user-search,2
/disruption,SearchPodWithHeader.tsx,tracking/user-search,2
/help,GenericRecommendedHotels.tsx,search/recommended,3
/help,SearchResults.tsx,search/recommended,2
/help,FAQ.tsx,help-centre/faq/save,2
/help/help-on-holiday,FAQ.tsx,help-centre/faq/save,2
/help/how-to-book-a-holiday,SearchPod.tsx,tracking/user-search,2
/help/how-to-book-a-holiday,SearchPodWithHeader.tsx,tracking/user-search,2
/help/how-to-book-a-holiday,PromoBlocks.tsx,availability/from,4
/help/contact-form,PromoBlocks.tsx,availability/from,14
/help/manage-your-booking,SearchPod.tsx,tracking/user-search,2
/help/manage-your-booking,SearchPodWithHeader.tsx,tracking/user-search,2
/help/manage-your-booking,FAQ.tsx,help-centre/faq/save,2
/help/contact-us,PromoBlocks.tsx,availability/from,8
/aide,GenericRecommendedHotels.tsx,search/recommended,3
/aide,SearchResults.tsx,search/recommended,2
/aide,FAQ.tsx,help-centre/faq/save,2
/aide/help-on-holiday,FAQ.tsx,help-centre/faq/save,2
/aide/comment-réserver-des-vacances,SearchPod.tsx,tracking/user-search,2
/aide/comment-réserver-des-vacances,SearchPodWithHeader.tsx,tracking/user-search,2
/aide/comment-réserver-des-vacances,PromoBlocks.tsx,availability/from,4
/aide/formulaire-de-contact,PromoBlocks.tsx,availability/from,14
/aide/gerer-votre-reservation,SearchPod.tsx,tracking/user-search,2
/aide/gerer-votre-reservation,SearchPodWithHeader.tsx,tracking/user-search,2
/aide/gerer-votre-reservation,FAQ.tsx,help-centre/faq/save,2
/aide/contact,PromoBlocks.tsx,availability/from,8
/hilfe,GenericRecommendedHotels.tsx,search/recommended,3
/hilfe,SearchResults.tsx,search/recommended,2
/hilfe,FAQ.tsx,help-centre/faq/save,2
/hilfe/help-on-holiday,FAQ.tsx,help-centre/faq/save,2
/hilfe/wie-buche-ich-eine-reise,SearchPod.tsx,tracking/user-search,2
/hilfe/wie-buche-ich-eine-reise,SearchPodWithHeader.tsx,tracking/user-search,2
/hilfe/wie-buche-ich-eine-reise,PromoBlocks.tsx,availability/from,4
/hilfe/kontakt-form,PromoBlocks.tsx,availability/from,14
/hilfe/buchung-verwalten,SearchPod.tsx,tracking/user-search,2
/hilfe/buchung-verwalten,SearchPodWithHeader.tsx,tracking/user-search,2
/hilfe/buchung-verwalten,FAQ.tsx,help-centre/faq/save,2
/hilfe/kontakt,PromoBlocks.tsx,availability/from,8
/aide/aide-pour-les-vacances,FAQ.tsx,help-centre/faq/save,2
/aide/comment-reserver-des-vacances,SearchPod.tsx,tracking/user-search,2
/aide/comment-reserver-des-vacances,SearchPodWithHeader.tsx,tracking/user-search,2
/aide/comment-reserver-des-vacances,PromoBlocks.tsx,availability/from,4
/hilfe/hilfe-im-urlaub,FAQ.tsx,help-centre/faq/save,2
/iframe-search-pod,SearchPod.tsx,tracking/user-search,2
/iframe-search-pod,SearchPodWithHeader.tsx,tracking/user-search,2
/destinations/spain,DealsDestinations.tsx,requested-price,12
/destinations/spain,Excursions.tsx,excursions,3
/destinations/spain,MasonryCarousel.tsx,price,3
/destinations/spain,SearchPod.tsx,tracking/user-search,6
/destinations/spain,SearchPodWithHeader.tsx,tracking/user-search,6
/destinations/spain,DestinationMap.tsx,hotel/summary/location,5
/destinations/spain,PromoBlocks.tsx,availability/from,4
/destinations/spain,QuestionAndAnswer.tsx,help-centre/faq/save,2
/destinations/spain/cantabria,DestinationMap.tsx,hotel/summary/location,5
/destinations/spain/cantabria,Excursions.tsx,excursions,3
/destinations/spain/cantabria,SearchPod.tsx,tracking/user-search,2
/destinations/spain/cantabria,SearchPodWithHeader.tsx,tracking/user-search,2
/destinations/spain/cantabria,QuestionAndAnswer.tsx,help-centre/faq/save,1
/destinations/spain/cantabria,MasonryCarousel.tsx,price,3
/destinations/spain/cantabria/santander,SearchPod.tsx,tracking/user-search,2
/destinations/spain/cantabria/santander,SearchPodWithHeader.tsx,tracking/user-search,2
/destinations/spain/cantabria/santander,Excursions.tsx,excursions,3
/destinations/spain/cantabria/santander,PromoBlocks.tsx,availability/from,2
/destinations/spain/cantabria/santander,DestinationMap.tsx,hotel/summary/location,5
/destinations/spain/cantabria/santander,QuestionAndAnswer.tsx,help-centre/faq/save,1
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,SearchPod.tsx,tracking/user-search,2
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,SearchPodWithHeader.tsx,tracking/user-search,2
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,ResortInfoBlock.tsx,hotel/resort-info,3
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,ShareHolidayButton.tsx,hotukdeals.com/social/share,5
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,BoardTypesBrowse.tsx,sitecore/api/ssc/item/${itemId},1
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,HotelLocationBrowse.tsx,hotel/summary/polygon,1
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,VirtualHotelFacilities.tsx,api/utilities/SortItems,1
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,RoomTypesBrowse.tsx,api/utilities/SortItems,1
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,PromoBlocks.tsx,availability/from,2
/destinations/spain/tenerife/playa-de-las-americas/cleopatra-palace,HotelImageSideBarBrowse.tsx,price,3
